"HolderAddress","Quantity","PendingBalanceUpdate"
"0x854711f82e1df2dc0278f623e9c66a2dbef5389a","1","No"
"0x86262f8a5f68113f022fcf9c9acccf2cab28fbc9","1","No"
"0x86de2b6e55ddb8b3a6caaffb307fadb63cdcf4f9","1","No"
"0x8771a66518886cddef3e50b99dc0b9c0a148018f","1","No"
"0x8a7c9e2488187462c149199bda2030b776f1084b","1","No"
"0x8ba37484b16fff196d05bb15329f61e00564d286","1","No"
"0x8bcfc71ead83571a4517841ef1ccf19fa53f3378","1","No"
"0x8c2e67bd3d0f432ef75d9ae6623cd0dfbce66050","1","No"
"0x8e0b370d1f544410869b14c595aa0eac529bd262","1","No"
"0x8edd3b8ac6aaafaba4bee7a9cccf99efda111afa","1","No"
"0x902d9aa02acd63249c83c904b630383fa0d25bda","1","No"
"0x905ef06810b5d168d0c8d351593ed5d1880dbc28","1","No"
"0x9110f507f0eb614dab4651d459d5ff4e0e8d02b4","1","No"
"0x92048ecabb41f8eee7c3acdaa67c9d54485c70ca","1","No"
"0x923e640dc2fe1a768d26be415962e931b03a0f5d","1","No"
"0x92dbf20082bea1660f2deee562d23f4330a540f0","1","No"
"0x945e2a00ffd8b5e14551c30a20ec8434a2e2d067","1","No"
"0x94738a4bc5e4c730a0472534cc0e6226f33a8b6d","1","No"
"0x94ce2ebd485de8816edaee1c93f0d659c6c5a672","1","No"
"0x951f76a2b3fc7ab27bd78647059469e118f24fca","1","No"
"0x952580d41f10db41d97fcd6b1984bc2538eefc2c","1","No"
"0x95655d0080e1a545015aa2b02f08fc5973a27410","1","No"
"0x95fda6732864131d872c7b83b6f880f173411fb8","1","No"
"0x985cdf7342824ce696610ccdd37f3a186f10182f","1","No"
"0x988555b2d95c5895fc4c2ea418172f44cab67b5d","1","No"
"0x991ca86d6002fcdaf5117a08943cd1cda02946d3","1","No"
"0x991e186fb141ce7be89adbd02fa09ddfc0fa303d","1","No"
"0x99767673ae234cd0c1dfd5e82d7b68fb4cb203fe","1","No"
"0x99e233e3f7c3ca984f6c0b299df6727c948552fb","1","No"
"0x9b07c55a936ec55224980c1e35928d83a40f18de","1","No"
"0x9b24c88f3e6da8ff5f8e5e813cdc61af9a58f681","1","No"
"0x9b63e60493a980aee0e09a4e731b298811cecff3","1","No"
"0x9c562e8d7b08b14109cd505f049a53637b9f63d1","1","No"
"0x9daa9a78e7b7cde9a1ceb03a1da4eced0357f51d","1","No"
"0x9dc654421b90fad2df89707312726d15d130b650","1","No"
"0x9e3248adc44df9876e36a5172df72b76a65f4cbd","1","No"
"0x9e702ade7d608b689af5b6c156621607ef11ee22","1","No"
"0x9ef13e6bfa6d38065207b5aaf757d124c25fb294","1","No"
"0x9fd890be73431d6ef5bdbad1b005809b016f11b7","1","No"
"0xa0773a08afe307197c2d8fd7861aec039a01f783","1","No"
"0xa07ce88b7a50221507f101e44e458bf0d0e6eb70","1","No"
"0xa1b364dd7f39d5fa8678fed0bd0fb4e79b827d22","1","No"
"0xa1b843956c938c80d514154b29019b5368060971","1","No"
"0xa7786cfa7b5e53599e666d33a9d5e1d05b2688c3","1","No"
"0xa810ee0b25765421f1772428e6a5c5357cf55183","1","No"
"0xa9821681fef27ed817df77e476dddaf0adac4443","1","No"
"0xaa816832126f6ef2fb09ff6a52f69f6c59c34d44","1","No"
"0xab1744c71712492164e0d856f0d94b571282493e","1","No"
"0xac0458e27415f321c9a8cbe1c8e9120ed1eefc53","1","No"
"0xac4b1e49fcf084d102550d3f4d3f6350dacaca19","1","No"
"0xacb6fedb984206173da96e13a18949747bbdf9a8","1","No"
"0xacc1df99d1b1d6a894e72ab25455508cef1cc3f8","1","No"
"0xad58811eda62701bfe7e3412042fc093e465b6d0","1","No"
"0xad80ddf5c9ec129356f795bca54c207f117e6fc6","1","No"
"0xae43479e57a4ced6fc2e02662d6c2b8afd5cf3a6","1","No"
"0xaead010e6b8355537f4453e980204b067d208548","1","No"
"0xb017fa0842ec15f9fda2f22837bb0bd46cbed602","1","No"
"0xb0493ed6e24b7831d4d6202132137d2d949bfe2c","1","No"
"0xb06773492ad69b23116022b25ff0fdafa58b70ec","1","No"
"0xb0c28ab59bc7f8d26c5a0b31908cc81bd68455fd","1","No"
"0xb154af72c7f5760a92c46193aeb24ff8ddd64488","1","No"
"0xb198e474ac47a5ab7be2c8889a59503981824126","1","No"
"0xb22a1b38f6c3a899a9657eccc94f6d30e812ed7d","1","No"
"0xb31d310626798de8c2979c3ba281c934c74b5592","1","No"
"0xb3a472fd85b84d359dc9a2f9938c21184491a752","1","No"
"0xb5d778f131da1c8560c312adbfa5cd80e85feb75","1","No"
"0xb950132e84a5ce71cde702e866ce244682f4254a","1","No"
"0xbac0c4eba8b5fe181fee336efda12515c91ccbfd","1","No"
"0xbaf35ef30c8b304a553e635d4fe2107aa52fb4bb","1","No"
"0xbba1e4f9d1e93168d4f566ce15876da348ab1b1a","1","No"
"0xbbb8f1e74c34d70e9454a507e8ae55c72a3d35f2","1","No"
"0xbc21ba36f00901e116fc8cff31d485e594efde79","1","No"
"0xbc9a30c2751412d9295f8adabe6524bd9c8d1c13","1","No"
"0xbd9b5885154b22dafd235124be53284bbfa0dd2b","1","No"
"0xbdded4aadbc0d5398bb9890aac6012345b4fa29c","1","No"
"0xbe1f97ade85384a04b6dd344c476c3f6248c5a14","1","No"
"0xc023672d2dacdc95230d6a1fa998d1d0e2f0b1ab","1","No"
"0xc125185d1db2aa00923221ee399b6ff7d4a7dae0","1","No"
"0xc176d6e37e5a7c80dd65b66e77fb5d6fa8a95260","1","No"
"0xc1c8aa3746986532a483f2f7f111a029974d6892","1","No"
"0xc1d35daaf8c740f0f582a111c27125730771b74c","1","No"
